X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y,LATITUDE,LONGITUDE
2502478.375,2430396.64,232,T20160011104,2016/05/20 00:00:00+00,18.:1.00,2,1,Collision with vehicle,A,A,53,2,Drivers,M,On EPPING ROAD 130m N from Int HAYSTON BOULEVARD,303688,N,N,Non Intersection,5515,EPPING,ROAD,HAYSTON,BOULEVARD,Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2502478.375,2430396.64,-37.6272298,145.0280782
2284360.174,2342728.058,233,T20160011316,2016/05/22 00:00:00+00,20.:4.00,1,5,Collision with some other object,A,A,46,2,Drivers,M,On MAHONEYS ROAD 94m S from Int DUNVEGAN COURT,303820,N,N,Non Intersection,9999,MAHONEYS,ROAD,DUNVEGAN,COURT,Non Declared Road,WARRNAMBOOL,SOUTH WESTERN REGION,Country,2284360.174,2342728.058,-38.39186965,142.5317574
2474478.477,2404541.08,234,T20160011355,2016/05/23 00:00:00+00,20.:2.00,2,1,Collision with vehicle,A,A,32,4,Motorcyclists,M,At Int of MAPLE CRESCENT and WILDFLOWER CRESCENT,303738,I,I,Intersection,9999,MAPLE,CRESCENT,WILDFLOWER,CRESCENT,Non Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2474478.477,2404541.08,-37.85984904,144.7099686
2488532.027,2419035.958,235,T20160011411,2016/05/24 00:00:00+00,08.:3.00,11,1,Collision with vehicle,A,C,48,2,Drivers,M,On CALDER FREEWAY 31m E from Int WOORITE PLACE,303786,N,N,Non Intersection,2530,CALDER,FREEWAY,WOORITE,PLACE,Declared Road,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2488532.027,2419035.958,-37.72952822,144.8699006
2532510.204,2401664.2,236,T20160011438,2016/05/24 00:00:00+00,20.:1.00,2,1,Collision with vehicle,A,1,17,3,Passengers,M,On MONBULK ROAD 80m S from Int KALLISTA-EMERALD ROAD,303785,N,N,Non Intersection,5775,MONBULK,ROAD,KALLISTA-EMERALD,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2532510.204,2401664.2,-37.88555091,145.3695783
2532510.204,2401664.2,237,T20160011438,2016/05/24 00:00:00+00,20.:1.00,2,1,Collision with vehicle,A,A,19,2,Drivers,M,On MONBULK ROAD 80m S from Int KALLISTA-EMERALD ROAD,303785,N,N,Non Intersection,5775,MONBULK,ROAD,KALLISTA-EMERALD,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2532510.204,2401664.2,-37.88555091,145.3695783
2376925.869,2350430.19,238,T20160011516,2016/05/26 00:00:00+00,07.:1.00,1,2,Struck Pedestrian,A,1,48,1,Pedestrians,M,At Int of MURRAY STREET -MURRAY STREET E and QUEEN STREET,44693,I,I,Intersection,2500,MURRAY STREET -MURRAY,STREET,QUEEN,STREET,Declared Road,COLAC OTWAY,SOUTH WESTERN REGION,Country,2376925.869,2350430.19,-38.33947777,143.5923676
2188463.486,2358186.664,239,T20160011603,2016/05/26 00:00:00+00,22.:2.00,1,4,Collision with a fixed object,A,A,39,2,Drivers,M,On PORTLAND-NELSON ROAD 546m SE from Int TOMMYS ROAD,308201,N,N,Non Intersection,5045,PORTLAND-NELSON,ROAD,TOMMYS,ROAD,Declared Road,GLENELG,SOUTH WESTERN REGION,Country,2188463.486,2358186.664,-38.22535043,141.4415882
2258189.285,2404322.492,240,T20160011795,2016/05/29 00:00:00+00,13.:2.00,1,4,Collision with a fixed object,A,1,15,3,Passengers,F,On MACKICHAN LANE 628m N from Int BORAM BORAM LANE,303976,N,N,Non Intersection,9999,MACKICHAN,LANE,BORAM BORAM,LANE,Non Declared Road,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,Country,2258189.285,2404322.492,-37.83072999,142.2527002
2559505.966,2612640.517,241,T20160011846,2016/05/30 00:00:00+00,13.:2.00,1,4,Collision with a fixed object,A,A,47,2,Drivers,M,On CAMPBELL ROAD 180m N from Int MCINTYRE ROAD,304264,N,N,Non Intersection,9999,CAMPBELL,ROAD,MCINTYRE,ROAD,Non Declared Road,MOIRA,NORTH EASTERN REGION,Country,2559505.966,2612640.517,-35.98297,145.6598371
2394731.412,2543701.193,242,T20160011876,2016/05/30 00:00:00+00,20.:4.00,1,4,Collision with a fixed object,A,A,45,2,Drivers,F,On INGLEWOOD-RHEOLA ROAD 995m SW from Int EUCY STILL ROAD,304307,N,N,Non Intersection,9999,INGLEWOOD-RHEOLA,ROAD,EUCY STILL,ROAD,Non Declared Road,LODDON,NORTHERN REGION,Bendigo,2394731.412,2543701.193,-36.6002832,143.8233121
2632162.973,2594364.707,243,T20160012014,2016/06/01 00:00:00+00,06.:3.00,3,1,Collision with vehicle,A,C,23,2,Drivers,F,On RUTHERGLEN-SPRINGHURST ROAD 551m S from Int WITHERS ROAD,305049,N,N,Non Intersection,5161,RUTHERGLEN-SPRINGHURST,ROAD,WITHERS,ROAD,Declared Road,INDIGO,NORTH EASTERN REGION,Country,2632162.973,2594364.707,-36.14035049,146.468534
2489886.228,2425665.953,244,T20160012439,2016/06/05 00:00:00+00,22.:0.00,2,1,Collision with vehicle,A,1,62,3,Passengers,F,At Int of MICKLEHAM ROAD and ALANBRAE TERRACE,35744,I,I,Intersection,5820,MICKLEHAM,ROAD,ALANBRAE,TERRACE,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2489886.228,2425665.953,-37.66980468,144.885354
2489886.228,2425665.953,245,T20160012439,2016/06/05 00:00:00+00,22.:0.00,2,1,Collision with vehicle,A,B,57,2,Drivers,F,At Int of MICKLEHAM ROAD and ALANBRAE TERRACE,35744,I,I,Intersection,5820,MICKLEHAM,ROAD,ALANBRAE,TERRACE,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2489886.228,2425665.953,-37.66980468,144.885354
2562338.764,2326926.91,246,T20160012494,2016/06/06 00:00:00+00,19.:4.00,2,3,Struck animal,A,A,28,2,Drivers,F,On INVERLOCH-KONGWAK ROAD 433m N from Int WILLOMBEE VIEW,304336,N,N,Non Intersection,5697,INVERLOCH-KONGWAK,ROAD,WILLOMBEE,VIEW,Declared Road,BASS COAST,EASTERN REGION,Country,2562338.764,2326926.91,-38.55726085,145.7150432
2521039.925,2337528.135,247,T20160012886,2016/06/11 00:00:00+00,09.:5.00,1,4,Collision with a fixed object,A,A,42,2,Drivers,M,On COWES-RHYLL ROAD 76m W from Int REDWOOD DRIVE,304602,N,N,Non Intersection,9999,COWES-RHYLL,ROAD,REDWOOD,DRIVE,Non Declared Road,BASS COAST,EASTERN REGION,Country,2521039.925,2337528.135,-38.46364702,145.24103
2700435.933,2403420.576,248,T20160012895,2016/06/10 00:00:00+00,20.:3.00,1,4,Collision with a fixed object,A,1,66,3,Passengers,M,On FERNBANK-STOCKDALE ROAD 753m S from Int STOCKDALE-FERNBANK ROAD,304600,N,N,Non Intersection,9999,FERNBANK-STOCKDALE,ROAD,STOCKDALE-FERNBANK,ROAD,Non Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2700435.933,2403420.576,-37.84869068,147.2776688
2700435.933,2403420.576,249,T20160012895,2016/06/10 00:00:00+00,20.:3.00,1,4,Collision with a fixed object,A,2,45,3,Passengers,M,On FERNBANK-STOCKDALE ROAD 753m S from Int STOCKDALE-FERNBANK ROAD,304600,N,N,Non Intersection,9999,FERNBANK-STOCKDALE,ROAD,STOCKDALE-FERNBANK,ROAD,Non Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2700435.933,2403420.576,-37.84869068,147.2776688
2545350.741,2439640.148,250,T20160012962,2016/06/12 00:00:00+00,18.:3.00,1,4,Collision with a fixed object,A,A,46,2,Drivers,M,On SYLVIA CREEK ROAD 1304m SW from Int COLES CREEK ROAD,304601,N,N,Non Intersection,9999,SYLVIA CREEK,ROAD,COLES CREEK,ROAD,Non Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2545350.741,2439640.148,-37.5428399,145.5132207
2698920.069,2558013.87,251,T20160013003,2016/06/13 00:00:00+00,11.:0.00,2,1,Collision with vehicle,A,A,50,4,Motorcyclists,M,On OMEO HIGHWAY 1424m SE from Int KOHNES ROAD,304624,N,N,Non Intersection,2560,OMEO,HIGHWAY,KOHNES,ROAD,Declared Road,TOWONG,NORTH EASTERN REGION,Country,2698920.069,2558013.87,-36.45625266,147.2195005
2511084.766,2410381.621,252,T20160013186,2016/06/15 00:00:00+00,17.:3.00,1,2,Struck Pedestrian,A,1,51,1,Pedestrians,M,On STATION STREET 89m S from Int WIMMERA STREET,304720,N,N,Non Intersection,5320,STATION,STREET,WIMMERA,STREET,Declared Road,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2511084.766,2410381.621,-37.80751019,145.1258819
2483104.892,2409823.675,253,T20160013231,2016/06/16 00:00:00+00,06.:1.00,6,1,Collision with vehicle,A,B,59,2,Drivers,F,On WESTERN RING ROAD(R) 171m S from Int WESTERN RING IN-BOUNDARY RAMP OF,305381,N,N,Non Intersection,2900,WESTERN RING,ROAD,WESTERN RING IN-BOUNDARY OF,RAMP,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2483104.892,2409823.675,-37.81244994,144.8081215
2505891.045,2391554.786,254,T20160013427,2016/06/18 00:00:00+00,21.:2.00,1,4,Collision with a fixed object,A,A,70,2,Drivers,M,At Int of NEPEAN HIGHWAY and NEPEAN HIGHWAY SERVICE ROAD REV,264300,I,I,Intersection,2660,NEPEAN,HIGHWAY,NEPEAN REV,HIGHWAY SERVICE ROAD,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2505891.045,2391554.786,-37.97718235,145.0670511
2547857.493,2424627.117,255,T20160013492,2016/06/20 00:00:00+00,05.:0.00,1,4,Collision with a fixed object,A,A,41,2,Drivers,M,On DON ROAD 89m NW from Int CHALET ROAD,304963,N,N,Non Intersection,5521,DON,ROAD,CHALET,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2547857.493,2424627.117,-37.67799124,145.5425565
2466075.591,2402918.634,256,T20160013560,2016/06/20 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,A,86,2,Drivers,M,On BALLAN ROAD 182m NW from Int WOLLAHRA RISE,304984,N,N,Non Intersection,5588,BALLAN,ROAD,WOLLAHRA,RISE,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2466075.591,2402918.634,-37.87419828,144.6144029
2484177.584,2413853.135,257,T20160013714,2016/06/22 00:00:00+00,17.:5.00,3,1,Collision with vehicle,A,A,47,2,Drivers,F,At Int of BALLARAT ROAD and ADELAIDE STREET,45002,I,I,Intersection,5520,BALLARAT,ROAD,ADELAIDE,STREET,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2484177.584,2413853.135,-37.77616297,144.8203904
2488915.662,2411541.677,258,T20160013798,2016/06/23 00:00:00+00,15.:1.00,3,1,Collision with vehicle,A,A,47,6,Bicyclists,M,On BARKLY STREET 51m W from Int ARGYLE STREET,305032,N,N,Non Intersection,9999,BARKLY,STREET,ARGYLE,STREET,Non Declared Road,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,Melbourne - West,2488915.662,2411541.677,-37.797058,144.8741404
2425917.655,2462393.106,259,T20160013916,2016/06/25 00:00:00+00,07.:4.00,1,5,Collision with some other object,A,1,41,3,Passengers,M,On MIDLAND HIGHWAY 145m SW from Int DAYLESFORD-MALMSBURY ROAD,306103,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,DAYLESFORD-MALMSBURY,ROAD,Declared Road,HEPBURN,WESTERN REGION,Ballarat,2425917.655,2462393.106,-37.33597727,144.1639073
2425917.655,2462393.106,260,T20160013916,2016/06/25 00:00:00+00,07.:4.00,1,5,Collision with some other object,A,A,38,2,Drivers,F,On MIDLAND HIGHWAY 145m SW from Int DAYLESFORD-MALMSBURY ROAD,306103,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,DAYLESFORD-MALMSBURY,ROAD,Declared Road,HEPBURN,WESTERN REGION,Ballarat,2425917.655,2462393.106,-37.33597727,144.1639073
2667869.12,2570084.667,261,T20160013939,2016/06/25 00:00:00+00,15.:1.00,2,1,Collision with vehicle,A,A,30,2,Drivers,F,On MYRTLEFORD-YACKANDANDAH ROAD 598m S from Int KELLEY LANE,305128,N,N,Non Intersection,5467,MYRTLEFORD-YACKANDANDAH,ROAD,KELLEY,LANE,Declared Road,INDIGO,NORTH EASTERN REGION,Country,2667869.12,2570084.667,-36.35349925,146.8704934
2242926.612,2776638.409,262,T20160014068,2016/06/27 00:00:00+00,08.:1.00,1,6,Vehicle overturned (no collision),A,A,44,2,Drivers,M,On CALDER HIGHWAY 791m N from Int KIRBY LANE,305153,N,N,Non Intersection,2530,CALDER,HIGHWAY,KIRBY,LANE,Declared Road,MILDURA,WESTERN REGION,Country,2242926.612,2776638.409,-34.4731299,142.2036109
2502100.215,2445820.25,263,T20160014087,2016/06/27 00:00:00+00,17.:2.00,1,4,Collision with a fixed object,A,A,25,2,Drivers,M,On MERRIANG ROAD 172m NW from Int JANNA ROAD,305152,N,N,Non Intersection,5515,MERRIANG,ROAD,JANNA,ROAD,Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2502100.215,2445820.25,-37.4882499,145.0237503
2494428.152,2423049.418,264,T20160014096,2016/06/28 00:00:00+00,00.:4.00,2,2,Struck Pedestrian,A,4,33,1,Pedestrians,M,On WESTERN RING ROAD(R) 1020m E from Int WIDFORD STREET,305225,N,N,Non Intersection,2900,WESTERN RING,ROAD,WIDFORD,STREET,Declared Road,MORELAND,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2494428.152,2423049.418,-37.69341923,144.9368199
2617911.907,2569331.038,265,T20160014161,2016/06/27 00:00:00+00,12.:5.00,2,1,Collision with vehicle,A,A,82,2,Drivers,M,On GRETA ROAD 78m S from Int OKEEFFE STREET,305328,N,N,Non Intersection,5492,GRETA,ROAD,OKEEFFE,STREET,Declared Road,WANGARATTA,NORTH EASTERN REGION,Country,2617911.907,2569331.038,-36.36782073,146.3140432
2670053.827,2597044.688,266,T20160014395,2016/07/02 00:00:00+00,00.:0.00,1,6,Vehicle overturned (no collision),A,A,36,2,Drivers,M,On STOCK ROUTE 452m SW from Int WRIGHT ROAD,305916,N,N,Non Intersection,9999,STOCK,ROUTE,WRIGHT,ROAD,Non Declared Road,WODONGA,NORTH EASTERN REGION,Country,2670053.827,2597044.688,-36.1101796,146.8888707
2535330.434,2454335.545,267,T20160014659,2016/07/05 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,A,37,2,Drivers,M,On BREAK ODAY ROAD 1201m E from Int WALLS ROAD,305440,N,N,Non Intersection,9999,BREAK ODAY,ROAD,WALLS,ROAD,Non Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2535330.434,2454335.545,-37.41085159,145.3991282
2194226.541,2379781.365,268,T20160014905,2016/07/08 00:00:00+00,14.:4.00,2,1,Collision with vehicle,A,3,45,3,Passengers,M,On PRINCES HIGHWAY 1325m E from Int BOURKES ROAD,305633,N,N,Non Intersection,2500,PRINCES,HIGHWAY,BOURKES,ROAD,Declared Road,GLENELG,SOUTH WESTERN REGION,Country,2194226.541,2379781.365,-38.03286272,141.5163769
2468714.229,2562903.207,269,T20160015002,2016/07/10 00:00:00+00,00.:4.00,1,4,Collision with a fixed object,A,A,59,2,Drivers,M,On NORTHERN HIGHWAY 232m SW from Int WEIR ROAD,305632,N,N,Non Intersection,2540,NORTHERN,HIGHWAY,WEIR,ROAD,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2468714.229,2562903.207,-36.43256977,144.6510595
2436712.162,2432763.776,270,T20160015151,2016/07/12 00:00:00+00,11.:4.00,2,1,Collision with vehicle,A,A,21,2,Drivers,M,On WESTERN FREEWAY 1953m E from Int WESTERN OUT-OLD MELBOURNE RAMP OF,305704,N,N,Non Intersection,2520,WESTERN,FREEWAY,WESTERN OUT-OLD MELBOURNE OF,RAMP,Declared Road,MOORABOOL,WESTERN REGION,Ballarat,2436712.162,2432763.776,-37.60375659,144.2832113
2505012.076,2407880.324,271,T20160015257,2016/07/13 00:00:00+00,16.:0.00,1,2,Struck Pedestrian,A,1,88,1,Pedestrians,M,On BURKE ROAD 54m S from Int BURKE AVENUE,305835,N,N,Non Intersection,5874,BURKE,ROAD,BURKE,AVENUE,Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2505012.076,2407880.324,-37.83009947,145.0569357
2541462.771,2571703.086,272,T20160015290,2016/07/13 00:00:00+00,23.:4.00,2,1,Collision with vehicle,A,A,39,2,Drivers,F,On LEMNOS NORTH ROAD 317m N from Int HILL ROAD,305791,N,N,Non Intersection,9999,LEMNOS NORTH,ROAD,HILL,ROAD,Non Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2541462.771,2571703.086,-36.35287,145.4619701
2508628.283,2400562.208,273,T20160015296,2016/07/14 00:00:00+00,02.:4.00,1,2,Struck Pedestrian,A,1,30,1,Pedestrians,M,On FERNTREE GULLY ROAD 19m E from Int DANDENONG ROAD,307630,N,N,Non Intersection,5799,FERNTREE GULLY,ROAD,DANDENONG,ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2508628.283,2400562.208,-37.89600808,145.0981003
2496677.384,2420669.517,274,T20160015488,2016/07/16 00:00:00+00,04.:5.00,2,1,Collision with vehicle,A,A,32,2,Drivers,M,At Int of SYDNEY ROAD(R) and LORNE STREET,221487,I,I,Intersection,5500,SYDNEY,ROAD,LORNE,STREET,Declared Road,MORELAND,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2496677.384,2420669.517,-37.71487392,144.9623136
2601862.586,2365506.24,275,T20160015538,2016/07/16 00:00:00+00,20.:1.00,3,1,Collision with vehicle,A,A,29,2,Drivers,M,On PRINCES HIGHWAY 285m W from Int WATERLOO ROAD ALT,305896,N,N,Non Intersection,2510,PRINCES,HIGHWAY,WATERLOO ALT,ROAD,Declared Road,BAW BAW,EASTERN REGION,Country,2601862.586,2365506.24,-38.20626426,146.1629506
2520132.159,2405867.597,276,T20160015675,2016/07/18 00:00:00+00,13.:4.00,2,1,Collision with vehicle,A,1,60,1,Pedestrians,F,On MOUNTAIN HIGHWAY 21m SW from Int BORONIA ROAD,40894,N,N,Non Intersection,5783,MOUNTAIN,HIGHWAY,BORONIA,ROAD,Declared Road,KNOX,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2520132.159,2405867.597,-37.84802961,145.2287497
2454543.308,2367391.656,277,T20160015791,2016/07/19 00:00:00+00,23.:1.00,1,4,Collision with a fixed object,A,A,31,2,Drivers,M,At Int of BELLARINE HIGHWAY and FINES LANE,305992,I,I,Intersection,2730,BELLARINE,HIGHWAY,FINES,LANE,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2454543.308,2367391.656,-38.19376858,144.4811241
2473907.266,2455758.767,278,T20160015823,2016/07/20 00:00:00+00,07.:0.00,1,3,Struck animal,A,A,21,2,Drivers,M,At Int of RANKINS ROAD and MOUNT ELIZA ROAD,306069,I,I,Intersection,9999,RANKINS,ROAD,MOUNT ELIZA,ROAD,Non Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2473907.266,2455758.767,-37.39832987,144.7052792
2488163.22,2414479.572,279,T20160015973,2016/07/22 00:00:00+00,00.:3.00,1,4,Collision with a fixed object,A,1,18,5,Pillion Passengers,M,At Int of CANNING STREET -MILITARY ROAD and CANNING STREET,45192,I,I,Intersection,5864,CANNING STREET -MILITARY,ROAD,CANNING,STREET,Declared Road,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2488163.22,2414479.572,-37.77057787,144.8656437
2647130.424,2386393.095,280,T20160016100,2016/07/23 00:00:00+00,08.:5.00,1,4,Collision with a fixed object,A,A,49,2,Drivers,F,On TRARALGON-MAFFRA ROAD 143m E from Int TOONGABBIE-COWWARR ROAD,306208,N,N,Non Intersection,5543,TRARALGON-MAFFRA,ROAD,TOONGABBIE-COWWARR,ROAD,Declared Road,WELLINGTON,EASTERN REGION,Country,2647130.424,2386393.095,-38.01203955,146.6754801
2485656.485,2483012.558,281,T20160016138,2016/07/23 00:00:00+00,21.:1.00,1,4,Collision with a fixed object,A,A,46,2,Drivers,F,On LANCEFIELD-PYALONG ROAD 578m W from Int FULLARDS ROAD,306568,N,N,Non Intersection,9999,LANCEFIELD-PYALONG,ROAD,FULLARDS,ROAD,Non Declared Road,MITCHELL,NORTHERN REGION,Country,2485656.485,2483012.558,-37.15298228,144.83851
2396495.023,2435442.029,282,T20160016146,2016/07/23 00:00:00+00,23.:0.00,1,4,Collision with a fixed object,A,A,22,4,Motorcyclists,M,On SUTTON STREET 14m S from Int SUTTON STREET ALT,307054,N,N,Non Intersection,9999,SUTTON,STREET,SUTTON ALT,STREET,Non Declared Road,BALLARAT,WESTERN REGION,Ballarat,2396495.023,2435442.029,-37.57602981,143.8281284
2445398.173,2368899.865,283,T20160016158,2016/07/24 00:00:00+00,09.:3.00,1,2,Struck Pedestrian,A,1,71,1,Pedestrians,M,On FELLMONGERS ROAD 4m E from Int HITCHCOCK STREET,307129,N,N,Non Intersection,5896,FELLMONGERS,ROAD,HITCHCOCK,STREET,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2445398.173,2368899.865,-38.17968807,144.3768503
2569777.351,2379754.152,284,T20160016189,2016/07/24 00:00:00+00,17.:2.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,F,On PRINCES WAY 122m E from Int WILTSHIRE ROAD,306579,N,N,Non Intersection,9999,PRINCES,WAY,WILTSHIRE,ROAD,Non Declared Road,BAW BAW,EASTERN REGION,Country,2569777.351,2379754.152,-38.08088912,145.7953002
2514246.88,2558848.682,285,T20160016195,2016/07/25 00:00:00+00,04.:1.00,2,1,Collision with vehicle,A,B,67,2,Drivers,M,At Int of RUSHWORTH-TATURA ROAD and HARSTON ROAD,296719,I,I,Intersection,5373,RUSHWORTH-TATURA,ROAD,HARSTON,ROAD,Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2514246.88,2558848.682,-36.46952116,145.1589762
2521177.55,2388747.91,286,T20160016263,2016/07/25 00:00:00+00,18.:5.00,1,4,Collision with a fixed object,A,A,36,2,Drivers,M,On PRINCES HIGHWAY EAST 7m W from Int PRINCES HIGHWAY,306256,N,N,Non Intersection,2510,PRINCES,HIGHWAY,PRINCES,HIGHWAY,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2521177.55,2388747.91,-38.00224752,145.2411205
2317208.023,2324614.997,287,T20160016270,2016/07/25 00:00:00+00,18.:1.00,1,4,Collision with a fixed object,A,A,23,2,Drivers,M,On CURDIEVALE-PORT CAMPBELL ROAD 219m W from Int DUNBARS ROAD,306257,N,N,Non Intersection,9999,CURDIEVALE-PORT CAMPBELL,ROAD,DUNBARS,ROAD,Non Declared Road,CORANGAMITE,SOUTH WESTERN REGION,Country,2317208.023,2324614.997,-38.56205928,142.9030401
2646463.944,2314524.947,288,T20160016403,2016/07/27 00:00:00+00,05.:4.00,1,5,Collision with some other object,A,A,16,2,Drivers,M,On YARRAM-PORT ALBERT ROAD 225m SE from Int KILGOWERS ROAD,306352,N,N,Non Intersection,5626,YARRAM-PORT ALBERT,ROAD,KILGOWERS,ROAD,Declared Road,WELLINGTON,EASTERN REGION,Country,2646463.944,2314524.947,-38.659408,146.6823533
2366831.682,2570712.782,289,T20160016565,2016/07/29 00:00:00+00,15.:5.00,1,4,Collision with a fixed object,A,A,74,2,Drivers,F,On CALDER HIGHWAY 541m NW from Int BAKERS ROAD,306538,N,N,Non Intersection,2530,CALDER,HIGHWAY,BAKERS,ROAD,Declared Road,LODDON,NORTHERN REGION,Bendigo,2366831.682,2570712.782,-36.35334854,143.516201
2495478.623,2410610.322,290,T20160016677,2016/07/30 00:00:00+00,02.:1.00,1,2,Struck Pedestrian,A,1,24,1,Pedestrians,F,At Int of KING STREET and HAWKE STREET,29377,I,I,Intersection,5041,KING,STREET,HAWKE,STREET,Declared Road,MELBOURNE,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2495478.623,2410610.322,-37.80550463,144.9486553
2305393.729,2379867.687,291,T20160016737,2016/07/31 00:00:00+00,18.:2.00,2,1,Collision with vehicle,A,A,58,2,Drivers,F,On HAMILTON HIGHWAY 258m SE from Int KINGS LANE,306520,N,N,Non Intersection,2780,HAMILTON,HIGHWAY,KINGS,LANE,Declared Road,MOYNE,SOUTH WESTERN REGION,Country,2305393.729,2379867.687,-38.06207072,142.7823191
2512384.007,2398288.414,292,T20160016750,2016/08/01 00:00:00+00,06.:1.00,1,4,Collision with a fixed object,A,A,27,2,Drivers,M,On WELLINGTON ROAD(R) 20m E from Int WELLINGTON ROAD SERVICE ROAD REV,308335,N,N,Non Intersection,2290,WELLINGTON,ROAD,WELLINGTON REV,ROAD SERVICE ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2512384.007,2398288.414,-37.91645177,145.1408396
2443814.193,2368731.225,293,T20160016815,2016/08/01 00:00:00+00,15.:0.00,2,4,Collision with a fixed object,A,B,85,2,Drivers,M,On BREAKWATER ROAD 61m W from Int GUNDOG LANE,307974,N,N,Non Intersection,5896,BREAKWATER,ROAD,GUNDOG,LANE,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2443814.193,2368731.225,-38.18111246,144.3587605
2435344.958,2351483.689,294,T20160016975,2016/08/03 00:00:00+00,09.:2.00,2,1,Collision with vehicle,A,1,57,3,Passengers,F,On ANGLESEA ROAD 388m N from Int GREAT OCEAN ROAD,306713,N,N,Non Intersection,5010,ANGLESEA,ROAD,GREAT OCEAN,ROAD,Declared Road,SURF COAST,SOUTH WESTERN REGION,Country,2435344.958,2351483.689,-38.33592258,144.2605772
2442383.354,2374268.596,295,T20160017115,2016/08/05 00:00:00+00,00.:3.00,1,4,Collision with a fixed object,A,A,24,2,Drivers,M,At Int of BALLARAT ROAD -CHURCH STREET and CHURCH STREET,49840,I,I,Intersection,2590,BALLARAT ROAD -CHURCH,STREET,CHURCH,STREET,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2442383.354,2374268.596,-38.13114181,144.3428673
